employee_id,first_name,last_name,email,phone_number,hire_date,job_id,salary,commission_pct,manager_id,department_id,employment_type,is_remote
154,Nanette,Cambrault,NCAMBRAU,011.44.1344.987668,1998-12-09,SA_REP,7500,0.20,145,80,full_time,false
155,Oliver,Tuvault,OTUVAULT,011.44.1344.486508,1999-11-23,SA_REP,7000,0.15,145,80,full_time,false
156,Janette,King,JKING,011.44.1345.429268,1996-01-30,SA_REP,10000,0.35,146,80,full_time,false
157,Patrick,Sully,PSULLY,011.44.1345.929268,1996-03-04,SA_REP,9500,0.35,146,80,full_time,false
158,Allan,McEwen,AMCEWEN,011.44.1345.829268,1996-08-01,SA_REP,9000,0.35,146,80,full_time,false
159,Lindsey,Smith,LSMITH,011.44.1345.729268,1997-03-10,SA_REP,8000,0.30,146,80,full_time,false
160,Louise,Doran,LDORAN,011.44.1345.629268,1997-12-15,SA_REP,7500,0.30,146,80,full_time,false
161,Sarath,Sewall,SSEWALL,011.44.1345.529268,1998-11-03,SA_REP,7000,0.25,146,80,full_time,false
162,Clara,Vishney,CVISHNEY,011.44.1346.129268,1997-11-11,SA_REP,10500,0.25,147,80,full_time,false
163,Danielle,Greene,DGREENE,011.44.1346.229268,1999-03-19,SA_REP,9500,0.15,147,80,full_time,false
164,Mattea,Marvins,MMARVINS,011.44.1346.329268,2000-01-24,SA_REP,7200,0.10,147,80,full_time,false
165,David,Lee,DLEE,011.44.1346.529268,2000-02-23,SA_REP,6800,0.10,147,80,full_time,false
166,Sundar,Ande,SANDE,011.44.1346.629268,2000-03-24,SA_REP,6400,0.10,147,80,full_time,false
167,Amit,Banda,ABANDA,011.44.1346.729268,2000-04-21,SA_REP,6200,0.10,147,80,full_time,false
168,Lisa,Ozer,LOZER,011.44.1343.929268,1997-03-11,SA_REP,11500,0.25,148,80,full_time,false
169,Harrison,Bloom,HBLOOM,011.44.1343.829268,1998-03-23,SA_REP,10000,0.20,148,80,full_time,false
170,Tayler,Fox,TFOX,011.44.1343.729268,1998-01-24,SA_REP,9600,0.20,148,80,full_time,false
171,William,Smith,WSMITH,011.44.1343.629268,1999-02-23,SA_REP,7400,0.15,148,80,full_time,false
172,Elizabeth,Bates,EBATES,011.44.1343.529268,1999-03-24,SA_REP,7300,0.15,148,80,full_time,false
173,Sundita,Kumar,SKUMAR,011.44.1343.329268,2000-04-21,SA_REP,6100,0.10,148,80,full_time,false
174,Ellen,Abel,EABEL,011.44.1644.429267,1996-05-11,SA_REP,11000,0.30,149,80,full_time,false
175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,1997-03-19,SA_REP,8800,0.25,149,80,full_time,false
176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,1998-03-24,SA_REP,8600,0.20,149,80,full_time,false
177,Jack,Livingston,JLIVINGS,011.44.1644.429264,1998-04-23,SA_REP,8400,0.20,149,80,full_time,false
178,Kimberely,Grant,KGRANT,011.44.1644.429263,1999-05-24,SA_REP,7000,0.15,149,80,full_time,false
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,2000-01-04,SA_REP,6200,0.10,149,80,full_time,false
180,Winston,Taylor,WTAYLOR,650.507.9876,1998-01-24,SH_CLERK,3200,,120,50,full_time,false
181,Jean,Fleaur,JFLEAUR,650.507.9877,1998-02-23,SH_CLERK,3100,,120,50,full_time,false
182,Martha,Sullivan,MSULLIVA,650.507.9878,1999-06-21,SH_CLERK,2500,,120,50,full_time,false
183,Girard,Geoni,GGEONI,650.507.9879,2000-02-03,SH_CLERK,2800,,120,50,full_time,false
184,Nandita,Sarchand,NSARCHAN,650.509.1876,1996-01-27,SH_CLERK,4200,,121,50,full_time,false
185,Alexis,Bull,ABULL,650.509.2876,1997-02-20,SH_CLERK,4100,,121,50,full_time,false
186,Julia,Dellinger,JDELLING,650.509.3876,1998-06-24,SH_CLERK,3400,,121,50,full_time,false
187,Anthony,Cabrio,ACABRIO,650.509.4876,1999-02-07,SH_CLERK,3000,,121,50,full_time,false
188,Kelly,Chung,KCHUNG,650.505.1876,1997-06-14,SH_CLERK,3800,,122,50,full_time,false
189,Jennifer,Dilly,JDILLY,650.505.2876,1997-08-13,SH_CLERK,3600,,122,50,full_time,false
190,Timothy,Gates,TGATES,650.505.3876,1998-07-11,SH_CLERK,2900,,122,50,full_time,false
191,Randall,Perkins,RPERKINS,650.505.4876,1999-12-19,SH_CLERK,2500,,122,50,full_time,false
192,Sarah,Bell,SBELL,650.501.1876,1996-02-04,SH_CLERK,4000,,123,50,full_time,false
193,Britney,Everett,BEVERETT,650.501.2876,1997-03-03,SH_CLERK,3900,,123,50,full_time,false
194,Samuel,McCain,SMCCAIN,650.501.3876,1998-07-01,SH_CLERK,3200,,123,50,full_time,false
195,Vance,Jones,VJONES,650.501.4876,1999-03-17,SH_CLERK,2800,,123,50,full_time,false
196,Alana,Walsh,AWALSH,650.507.9811,1998-04-24,SH_CLERK,3100,,124,50,full_time,false
197,Kevin,Feeney,KFEENEY,650.507.9822,1998-05-23,SH_CLERK,3000,,124,50,full_time,false
198,Donald,OConnell,DOCONNEL,650.507.9833,1999-06-21,SH_CLERK,2600,,124,50,full_time,false
199,Douglas,Grant,DGRANT,650.507.9844,2000-01-13,SH_CLERK,2600,,124,50,full_time,false
200,Jennifer,Whalen,JWHALEN,515.123.4444,1987-09-17,AD_ASST,4400,,101,10,full_time,false
201,Michael,Hartstein,MHARTSTE,515.123.5555,1996-02-17,MK_MAN,13000,,100,20,full_time,false
202,Pat,Fay,PFAY,603.123.6666,1997-08-17,MK_REP,6000,,201,20,full_time,false
203,Susan,Mavris,SMAVRIS,515.123.7777,1994-06-07,HR_REP,6500,,101,40,full_time,false
204,Hermann,Baer,HBAER,515.123.8888,1994-06-07,PR_REP,10000,,101,70,full_time,false
205,Shelley,Higgins,SHIGGINS,515.123.8080,1994-06-07,AC_MGR,12000,,101,110,full_time,false
206,William,Gietz,WGIETZ,515.123.8181,1994-06-07,AC_ACCOUNT,8300,,205,110,full_time,false
207,Raj,Patel,RPATEL,650.555.0101,2024-01-15,IT_PROG,8500,,103,60,full_time,true
208,Sofia,Martinez,SMARTINEZ,650.555.0102,2024-02-01,SA_REP,7200,0.15,145,80,full_time,false
209,Liam,Chen,LCHEN,650.555.0103,2024-03-10,FI_ACCOUNT,7000,,108,100,contract,true
210,Aisha,Okonkwo,AOKONKWO,650.555.0104,2024-04-22,HR_REP,5800,,101,40,part_time,true
211,Marcus,Webb,MWEBB,650.555.0105,2024-05-06,IT_PROG,7800,,103,60,full_time,false
212,Yuki,Tanaka,YTANAKA,650.555.0106,2024-06-17,MK_REP,5500,,201,20,full_time,true
